team1Name,team2Name,week,day,start,end,season,league,location
Melissaland Warriors,Port Christianview Sabres,25,4,12.0,14.0,2024,Diamond League,Lake Jennifermouth Dome Field #1
New Annetteside Raptors,Jillville Americans,25,1,14.0,16.0,2024,Diamond League,Wesleybury Place Field #1
Boltonfurt Americans,Jameschester Mavericks,25,1,16.0,18.0,2024,Diamond League,Wesleybury Place Field #1
Lake Alexander Celtics,East Deborahton Rappers,25,1,20.0,22.0,2024,Diamond League,Lake Dawn Hub Field #1
Lake Nicholas Americans,Normanmouth Bucaneers,25,1,4.0,6.0,2024,Diamond League,Wesleybury Place Field #1
North Mark Vikings,North Robertborough Dolphins,25,1,14.0,16.0,2024,Diamond League,North Christine Complex Field #1
Kristinfurt Americans,West Denise Grizzlies,25,1,13.0,15.0,2024,Diamond League,Wesleybury Place Field #2
Jonathanville Americans,North Thomas Jacks,25,1,1.5,3.5,2024,Diamond League,Lake Dawn Hub Field #1
North Rebecca Raptors,Tylerville Robbers,25,1,7.0,9.0,2024,Diamond League,Wesleybury Place Field #2
Mitchellburgh Warriors,East Charles Rappers,25,1,6.0,8.0,2024,Diamond League,Wesleybury Place Field #1
Lake Tonyachester Americans,West Sarah Westerners,25,1,15.0,17.0,2024,Diamond League,Wesleybury Place Field #2
Fisherchester Bulls,Fernandezhaven Chargers,25,1,2.0,4.0,2024,Diamond League,Wesleybury Place Field #1
Stevenmouth Sox,Port Matthewside Bulls,25,2,6.0,8.0,2024,Diamond League,Lake Dawn Hub Field #1
East Danabury Eagles,Port Jessica Hawks,25,2,14.0,16.0,2024,Diamond League,Lake Dawn Hub Field #1
Lake Raymond Warriors,Villarrealfort Chiefs,25,2,16.0,18.0,2024,Diamond League,Lake Dawn Hub Field #1
Castillofort Westerners,New Rick Vikings,25,1,18.0,20.0,2024,Diamond League,Wesleybury Place Field #1
Danielstad Vikings,Henryville Commandos,25,5,11.5,13.5,2024,Diamond League,Wesleybury Place Field #1
Lyonsland Robbers,North Dawn Jacks,25,1,20.0,22.0,2024,Diamond League,Wesleybury Place Field #1
Gonzalesmouth Jacks,Lake Monicaview Hawks,25,1,18.0,20.0,2024,Diamond League,North Christine Complex Field #1
East Tiffanyton Pirates,Hayesview Vikings,25,1,20.0,22.0,2024,Diamond League,North Christine Complex Field #1
New Kimberly Bobcats,Carterport Celtics,25,1,2.5,4.5,2024,Diamond League,Wesleybury Place Field #2
Fletchermouth Hawks,North Christian Bobcats,25,1,9.0,11.0,2024,Diamond League,Wesleybury Place Field #2
Alvaradofort Bobcats,Adamsview Celtics,25,3,7.0,9.0,2024,Diamond League,Wesleybury Place Field #1
East Julie Bobcats,North Jason Sabres,25,3,12.5,14.5,2024,Diamond League,Wesleybury Place Field #1
